TRUE,craiya,pacren,eshington,Betsy Conservative Institute,Corporate Corporate ,Conservative Hard Science ,eshington,muchaecia,osmurg,169.0 11.0 13.392919421564383 -331.0 24.0 48.24782255071849,224 N snoera Street
TRUE,edriawana,stoydan,pruil shium,Gene Hard Science Research Institute,Government ,Radical Right Hard Science ,pruil shium,gopruyvania,North othurg,9.0 49.0 42.861713680624405 -43.0 16.0 5.382612475566652,353 E uthiulor
TRUE,edriawana,priestein,staoz flurg,Hannah Foreign Policy Watch,Government ,Nationalist Foreign Policy ,staoz flurg,odriasia,uthiulor,266.0 59.0 57.33203146750198 -280.0 2.0 5.725156143312438,224 E xusheurhiel Road
TRUE,craiya,pacren,rochein,Jameson Nationalist Think Tank,Independent ,Nationalist Social Science ,rochein,Westerwynne,stoydan,206.0 42.0 53.03739092103207 -255.0 36.0 23.746698087764557,249 N snoera Road
TRUE,edriawana,spoy strela,rochein,Robert Social Science Watch,Independent ,Neutral Social Science ,rochein,swoe stror,stroum chus,139.0 18.0 44.64148921789526 -309.0 25.0 4.776261916505449,70 S odriasia Road
TRUE,craiya,spoy strela,steitho,Gene Social Science Institute,Corporate Corporate ,Radical Left Social Science ,steitho,swoe stror,iethana,102.0 48.0 11.533112440356328 -274.0 2.0 56.74657713947031,305spoy strela
TRUE,craiya,muchaecia,blob skos,Terry Hard Science Institute,Religious ,Radical Right Hard Science ,blob skos,stiuca,North glaynia,303.0 44.0 35.168302072273235 -183.0 31.0 50.24869313414332,232 E koflurg Street
TRUE,edriawana,claog fleau,craorhiel,Anna Foreign Policy Institute,Religious ,Radical Left Foreign Policy ,craorhiel,echya,pacren,327.0 30.0 56.454441597215784 -352.0 20.0 9.456160001874798,291 E guswouca
TRUE,craiya,muchaecia,blob skos,Terry Social Science Watch,Government ,Radical Left Social Science ,blob skos,xusheurhiel,claog fleau,184.0 12.0 42.28167474371765 -217.0 2.0 32.87890989057386,105 S zaspoassau Street
TRUE,craiya,priestein,West stroum chus,Gene Social Science Council,Corporate Corporate Government ,Neutral Social Science ,West stroum chus,othurg,qotria,55.0 28.0 54.60393887558659 -292.0 54.0 15.760742756018406,249snoera Road
TRUE,craiya,swaeq sneau,gopruyvania,Rock Nationalist Think Tank,Religious Corporate Government ,Nationalist Social Science ,gopruyvania,Westerwynne,fleisau,177.0 46.0 39.79861504943394 -345.0 50.0 21.86764890589068,339 S stroum chus Road
TRUE,edriawana,iofliuland,stoydan,Gene Hard Science Research Institute,Corporate ,Neutral Hard Science ,stoydan,glaynia,osken,136.0 30.0 4.7481729130679255 -57.0 6.0 20.832894351522278,267 S friysil Road
TRUE,craiya,muchaecia,blob skos,Rock Radical Left Research Institute,Government Corporate Corporate ,Radical Left Hard Science ,blob skos,spoy strela,priestein,171.0 26.0 46.01927629152645 -192.0 45.0 27.55489630546433,16 N blaonia
TRUE,edriawana,xusheurhiel,odriasia,Ebzen Radical Left Institute,Independent ,Radical Left Hard Science ,odriasia,vedrijan,othurg,199.0 53.0 33.46228916129851 -51.0 15.0 18.222081489858326,23 S eshington Street
TRUE,edriawana,spoy strela,iupreosal,Hannah Radical Right Watch,Independent ,Radical Right Social Science ,iupreosal,sceuw chax,gescialand,115.0 37.0 37.917863851834234 -52.0 34.0 47.734425091049935,153 E craiya Street
TRUE,craiya,swaeq sneau,stiuca,Terry Social Science Institute,Religious Religious Government ,Conservative Social Science ,stiuca,osnyae,uthiulor,132.0 45.0 26.466614441038267 -290.0 22.0 20.147367112029638,294 N stiuca Street
TRUE,craiya,pacren,gopruyvania,Paul Conservative Think Tank,Corporate ,Conservative Hard Science ,gopruyvania,North boclain,iofliuland,291.0 10.0 2.920853157668434 -131.0 42.0 1.8359477496510754,161rochein
TRUE,craiya,spoy strela,ostryae,Dorris Hard Science Institute,Government Corporate Religious ,Radical Left Hard Science ,ostryae,Highkeep,fleis flye,335.0 38.0 25.63392344348461 -57.0 40.0 17.762888684013117,334 N South bleuv smana Road
TRUE,edriawana,priestein,jotra,Jason Hard Science Research Institute,Corporate Corporate Religious ,Nationalist Hard Science ,jotra,oskait,gopruyvania,67.0 45.0 5.592901201123307 -258.0 38.0 4.809843805377865,68rochein Lane
TRUE,craiya,spoy strela,atron,Rose Foreign Policy Watch,Independent ,Nationalist Foreign Policy ,atron,Griffinton,snoera,35.0 48.0 48.48853918397027 -240.0 43.0 57.434195026500255,58athon
TRUE,edriawana,gescialand,fleis flye,Hannah Social Science Think Tank,Corporate ,Radical Right Social Science ,fleis flye,guswouca,xapra,257.0 42.0 24.666902232674197 -141.0 5.0 18.21595152253411,108 E glaynia
TRUE,edriawana,friysil,craorhiel,Gale Neutral Watch,Independent ,Neutral Social Science ,craorhiel,eshington,odriasia,107.0 25.0 49.298073659040526 -258.0 21.0 25.242875027446708,176 S uthiulor Road
TRUE,craiya,muchaecia,blob skos,Rose Nationalist Institute,Government ,Nationalist Foreign Policy ,blob skos,friysil,pruil shium,261.0 35.0 41.19367499011065 -150.0 50.0 23.91458284133474,26Westerwynne
TRUE,craiya,swaeq sneau,stroum chus,Terry Nationalist Council,Corporate ,Nationalist Social Science ,stroum chus,West osken,blob skos,261.0 57.0 48.32956702784614 -50.0 3.0 12.285344425322515,4 E East ewhurg Street
TRUE,edriawana,gescialand,uthiulor,Elizabeth Neutral Institute,Government ,Neutral Hard Science ,uthiulor,eshistan,athon,130.0 21.0 35.69670859575063 -113.0 7.0 14.85203782333459,92stiuca Road
TRUE,craiya,spoy strela,treiria,Darol Radical Left Research Institute,Corporate Government Government ,Radical Left Foreign Policy ,treiria,rochein,muchaecia,201.0 8.0 10.473027915668107 -325.0 11.0 45.641591990947674,314 E vedrijan Lane
TRUE,edriawana,gescialand,fleis flye,Robert Neutral Council,Corporate Corporate ,Neutral Hard Science ,fleis flye,staoz flurg,echya,346.0 46.0 25.170938503641718 -130.0 19.0 16.151819756882844,203 E staoz flurg Street
TRUE,craiya,swaeq sneau,stiuca,Sophie Nationalist Council,Government ,Nationalist Foreign Policy ,stiuca,bleuv smana,Westerwynne,205.0 53.0 38.16782810536611 -109.0 27.0 56.23156714525565,181 E Westerwynne Road
TRUE,craiya,East xusheurhiel,snoera,Terry Hard Science Institute,Independent ,Neutral Hard Science ,snoera,muchaecia,osken,60.0 0.0 12.824812773372795 -140.0 11.0 41.315276911534234,108bleuv smana Road
TRUE,craiya,iupreosal,ogrya,Robert Social Science Institute,Government ,Nationalist Social Science ,ogrya,uthiulor,claog fleau,43.0 48.0 5.8197368401503695 -34.0 48.0 50.31952607546035,267 S uthiulor Road
TRUE,craiya,swaeq sneau,oskait,Mera Social Science Council,Independent ,Radical Left Social Science ,oskait,xusheurhiel,edriawana,163.0 23.0 58.983990571225895 -73.0 39.0 51.19631100988293,5 N boclain Road
TRUE,craiya,iupreosal,astrurg,Sophie Conservative Research Institute,Government ,Conservative Social Science ,astrurg,swoe stror,treiria,342.0 17.0 15.682584950082928 -150.0 42.0 17.423640537511435,35iupreosal Street
TRUE,edriawana,gescialand,uthiulor,Sophie Social Science Institute,Corporate ,Nationalist Social Science ,uthiulor,Westerwynne,iofliuland,157.0 59.0 12.35112620614872 -209.0 29.0 24.185169144876703,289stoydan Lane
TRUE,craiya,muchaecia,blob skos,Jason Radical Left Institute,Independent ,Radical Left Social Science ,blob skos,fleis flye,atren,59.0 36.0 52.60262808994968 -89.0 45.0 1.7401924475528783,73 E greom clax
TRUE,edriawana,gescialand,uthiulor,Carol Foreign Policy Institute,Corporate ,Conservative Foreign Policy ,uthiulor,oskait,athon,35.0 56.0 2.8132468913933324 -44.0 34.0 28.346107803143738,214rochein Street
TRUE,craiya,iupreosal,staoz flurg,Sophie Hard Science Think Tank,Religious Government ,Radical Right Hard Science ,staoz flurg,South blaonia,eshington,259.0 20.0 21.11907701752141 -220.0 17.0 13.786977895882426,220 E edriawana Road
TRUE,craiya,spoy strela,ostryae,Carol Nationalist Council,Corporate ,Nationalist Hard Science ,ostryae,spoy strela,fleis flye,1.0 47.0 31.260051591847912 -56.0 4.0 6.22798048571709,76 E ewhurg
TRUE,edriawana,iofliuland,stoydan,Darol Hard Science Watch,Religious ,Nationalist Hard Science ,stoydan,jotra,osken,158.0 29.0 21.52200403171618 -338.0 51.0 14.92385106549475,318 N sceuw chax Street
TRUE,edriawana,stoydan,xusheurhiel,Dorris Foreign Policy Research Institute,Independent ,Conservative Foreign Policy ,xusheurhiel,iofliuland,friysil,358.0 39.0 6.902517512135686 -105.0 12.0 54.880830926164926,262 E astrurg
TRUE,edriawana,claog fleau,swaeq sneau,Carol Hard Science Think Tank,Corporate Government Government ,Conservative Hard Science ,swaeq sneau,iofliuland,fleis flye,41.0 21.0 58.907574330037725 -69.0 37.0 14.284985491866715,20 E North athon Lane
TRUE,edriawana,priestein,fleis flye,Sophie Nationalist Institute,Religious Government Corporate ,Nationalist Hard Science ,fleis flye,vedrijan,echya,328.0 10.0 30.48905144805209 -14.0 21.0 31.983376687868162,321 S iupreosal Street
TRUE,edriawana,priestein,koflurg,Mera Radical Left Institute,Corporate Religious Corporate ,Radical Left Hard Science ,koflurg,Highkeep,apreyles,55.0 22.0 55.231235011575656 -166.0 6.0 27.92152824672831,92 S xapra Road
TRUE,edriawana,priestein,koflurg,Jameson Neutral Council,Independent ,Neutral Hard Science ,koflurg,craorhiel,blaonia,157.0 38.0 2.0304578086667764 -157.0 5.0 34.90991409233394,168East iofliuland Lane
TRUE,edriawana,iofliuland,stoydan,Betsy Hard Science Watch,Religious Religious ,Neutral Hard Science ,stoydan,iupreosal,osken,216.0 17.0 32.51179705417926 -180.0 34.0 24.5019260151672,76 S xusheurhiel Lane
TRUE,craiya,East xusheurhiel,echya,Rock Conservative Watch,Corporate ,Conservative Hard Science ,echya,stoydan,Griffinton,65.0 14.0 14.450977891988627 -166.0 45.0 39.85398381233381,357 S gopruyvania Street
TRUE,edriawana,xusheurhiel,muchaecia,Borris Social Science Research Institute,Corporate ,Radical Right Social Science ,muchaecia,iethana,boclain,83.0 35.0 41.67432799167136 -323.0 55.0 57.2867067039522,132craiya Road
TRUE,craiya,pacren,rochein,Lee Social Science Think Tank,Corporate Religious Corporate ,Radical Left Social Science ,rochein,blaonia,stoydan,37.0 47.0 22.42018026191147 -190.0 34.0 58.10125810290803,307 N edriawana Street
TRUE,craiya,muchaecia,blob skos,Rock Conservative Institute,Religious Corporate ,Conservative Hard Science ,blob skos,iofliuland,claog fleau,124.0 43.0 39.31025862054861 -101.0 3.0 33.473107295200045,187 E Westerwynne Street
TRUE,craiya,swaeq sneau,gescialand,Mera Neutral Institute,Corporate ,Neutral Foreign Policy ,gescialand,stiuca,glaynia,335.0 53.0 46.72596285730962 -81.0 9.0 44.92727478515835,46 N ogrya Road
TRUE,craiya,East xusheurhiel,fleisau,Anna Radical Right Think Tank,Independent ,Radical Right Social Science ,fleisau,edriawana,uthiulor,302.0 28.0 44.181936332335006 -264.0 49.0 48.513619306192645,324zaspoassau Lane
TRUE,craiya,East xusheurhiel,blob skos,Gale Radical Right Research Institute,Government Government Government ,Radical Right Hard Science ,blob skos,koflurg,snoera,0.0 51.0 14.566669264842558 -336.0 7.0 20.258857793461694,221pruil shium Street
TRUE,craiya,iupreosal,atron,Woolley Social Science Institute,Corporate Government Religious ,Nationalist Social Science ,atron,ewhurg,iethana,334.0 48.0 51.678784115710826 -66.0 19.0 34.61776160084429,18 N uthiulor Street
TRUE,edriawana,friysil,craorhiel,Ebzen Foreign Policy Research Institute,Government Corporate Religious ,Conservative Foreign Policy ,craorhiel,spoy strela,osmurg,192.0 26.0 4.4540554179796885 -158.0 25.0 19.724035459537834,230 S pacren Street
TRUE,edriawana,priestein,athon,Betsy Radical Right Watch,Independent ,Radical Right Foreign Policy ,athon,gescialand,blaonia,242.0 18.0 26.437511478698173 -24.0 4.0 20.465384243280738,131 N stoydan Street
TRUE,edriawana,priestein,jotra,Darol Radical Left Institute,Independent ,Radical Left Social Science ,jotra,koflurg,edriawana,41.0 28.0 26.980339884565613 -183.0 18.0 41.434955944118634,172 S apreyles Lane
TRUE,craiya,priestein,West stroum chus,Betsy Hard Science Watch,Religious Religious Religious ,Neutral Hard Science ,West stroum chus,atron,sceuw chax,13.0 47.0 20.522994204634124 -158.0 58.0 52.699061275402656,316 E eshington Lane
TRUE,edriawana,friysil,craorhiel,Anna Radical Left Research Institute,Corporate ,Radical Left Social Science ,craorhiel,eshington,osmurg,57.0 33.0 51.81837768363761 -347.0 19.0 55.80233228215252,154 S zaspoassau Road
TRUE,edriawana,boclain,astrurg,Borris Hard Science Watch,Independent ,Nationalist Hard Science ,astrurg,blaonia,greom clax,182.0 51.0 50.798609661033126 -84.0 52.0 5.646412387313791,23 S xusheurhiel Road
TRUE,edriawana,atron,sceuw chax,Rock Nationalist Think Tank,Religious Government Government ,Nationalist Foreign Policy ,sceuw chax,iethana,oskait,315.0 11.0 54.041130082326085 -136.0 25.0 54.60310728450814,257 E treiria Lane
TRUE,edriawana,xusheurhiel,xapra,Hannah Hard Science Watch,Independent ,Radical Right Hard Science ,xapra,Westerwynne,priestein,147.0 56.0 26.251704119097475 -298.0 41.0 36.08175069982433,197 E staoz flurg Road
TRUE,edriawana,stoydan,xusheurhiel,Paul Nationalist Research Institute,Religious Religious Corporate ,Nationalist Social Science ,xusheurhiel,boclain,uthiulor,114.0 49.0 19.521059517861502 -199.0 50.0 2.8256335979919474,314 N staoz flurg Road
TRUE,edriawana,boclain,astrurg,Hannah Social Science Research Institute,Government Religious Religious ,Neutral Social Science ,astrurg,blaonia,greom clax,95.0 44.0 35.243774961454065 -53.0 55.0 20.92695245367759,113 N Highkeep
TRUE,edriawana,gescialand,fleis flye,James Neutral Research Institute,Corporate Religious Religious ,Neutral Foreign Policy ,fleis flye,osken,uthiulor,98.0 47.0 13.993797832224265 -119.0 51.0 37.79658633208363,270 N athon
TRUE,edriawana,zaspoassau,atren,Lee Radical Left Think Tank,Religious Corporate ,Radical Left Social Science ,atren,jotra,craorhiel,218.0 36.0 23.189094740128468 -79.0 35.0 31.835628279513816,26 N friysil
TRUE,craiya,East xusheurhiel,ewhurg,Jason Foreign Policy Council,Independent ,Radical Right Foreign Policy ,ewhurg,spoy strela,boclain,24.0 51.0 46.33166497419097 -339.0 14.0 3.2292432285798145,199 S iofliuland Road
TRUE,craiya,priestein,West stroum chus,Terry Neutral Council,Government Government Government ,Neutral Foreign Policy ,West stroum chus,Griffinton,qotria,111.0 16.0 14.08638430823698 -40.0 41.0 11.678433407799059,99 E staoz flurg Road
TRUE,craiya,spoy strela,iupreosal,Ebzen Foreign Policy Research Institute,Independent ,Nationalist Foreign Policy ,iupreosal,atron,iupreosal,67.0 28.0 36.74398167850688 -24.0 24.0 56.53116382551714,291othurg Street
TRUE,edriawana,atron,claog fleau,Borris Hard Science Institute,Independent ,Radical Left Hard Science ,claog fleau,guswouca,claog fleau,43.0 45.0 40.97237168586843 -281.0 55.0 20.375906856276725,7 E apreyles
TRUE,edriawana,boclain,astrurg,Paul Hard Science Think Tank,Religious Government ,Radical Right Hard Science ,astrurg,South craiya,greom clax,222.0 25.0 14.781518112888866 -133.0 4.0 32.4929047547203,22 S iupreosal Lane
TRUE,edriawana,gescialand,uthiulor,Terry Foreign Policy Watch,Corporate Corporate ,Conservative Foreign Policy ,uthiulor,North stoydan,treiria,265.0 20.0 55.1677847001883 -71.0 36.0 43.378041878048954,311 N boclain Road
TRUE,edriawana,boclain,atron,Sophie Foreign Policy Think Tank,Religious Government Corporate ,Neutral Foreign Policy ,atron,uthiulor,East craiya,148.0 51.0 55.50971280761925 -190.0 45.0 56.206974455100145,165 N ewhurg Street
TRUE,craiya,pacren,eshington,Borris Social Science Research Institute,Religious ,Radical Right Social Science ,eshington,odriasia,edriawana,340.0 12.0 32.828601045847584 -333.0 5.0 8.427028678884291,251 N South stiuca Street
TRUE,craiya,muchaecia,blob skos,Lee Conservative Institute,Religious Corporate Corporate ,Conservative Social Science ,blob skos,osmurg,eshington,255.0 23.0 2.4231455034917655 -68.0 17.0 54.77166071126062,280 S craorhiel Street
TRUE,craiya,swaeq sneau,snoera,Gale Radical Left Institute,Corporate Religious Government ,Radical Left Foreign Policy ,snoera,West xusheurhiel,eshington,29.0 3.0 44.863404117613044 -230.0 37.0 0.2598901084940074,298 S friysil Lane
TRUE,craiya,East xusheurhiel,ewhurg,Robert Neutral Institute,Religious Religious Corporate ,Neutral Social Science ,ewhurg,koflurg,apreyles,92.0 11.0 22.336876859312806 -260.0 54.0 34.47592166282137,184 N qotria Street
TRUE,edriawana,boclain,astrurg,Gene Social Science Watch,Corporate Corporate ,Radical Right Social Science ,astrurg,South craiya,greom clax,342.0 59.0 27.593429840838972 -340.0 15.0 51.64155830040481,115 S gopruyvania
TRUE,craiya,muchaecia,blob skos,Lee Radical Right Council,Government Religious ,Radical Right Social Science ,blob skos,friysil,odriasia,46.0 10.0 58.11687251814882 -314.0 31.0 30.191384533438367,86stoydan Road
TRUE,craiya,muchaecia,blob skos,Carol Hard Science Watch,Government Corporate Religious ,Nationalist Hard Science ,blob skos,greom clax,claog fleau,330.0 10.0 41.84263682855423 -278.0 0.0 27.363767379861265,35 N swaeq sneau
TRUE,craiya,swaeq sneau,Westerwynne,Sophie Social Science Research Institute,Corporate Corporate ,Radical Right Social Science ,Westerwynne,echya,boclain,245.0 48.0 30.746443581823403 -70.0 53.0 45.55860327671916,321 N snoera Street
TRUE,craiya,swaeq sneau,stiuca,James Foreign Policy Council,Independent ,Neutral Foreign Policy ,stiuca,atron,ostryae,348.0 13.0 8.258736401709093 -276.0 19.0 41.88728440289864,303 S muchaecia Street
TRUE,craiya,pacren,Highkeep,Betsy Neutral Research Institute,Corporate ,Neutral Hard Science ,Highkeep,edriawana,xusheurhiel,172.0 22.0 26.59388575953867 -348.0 38.0 58.964092026649816,75 S qotria Lane
TRUE,edriawana,friysil,craorhiel,Elizabeth Nationalist Watch,Government Religious ,Nationalist Hard Science ,craorhiel,spoy strela,osmurg,319.0 27.0 9.92466651577674 -171.0 1.0 13.07709542460269,57East stoydan Road
